image,name,price,rating,reviews
https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/b73e/fdf2b1bfbae6a3b8943d0bb67e0274d5759c5900688be18cbf9d34acf3c4.jpg,"동아 미피 슬림 연필 2B 5본입 / 2mm / 돌려쓰는 연필 / 캐릭터 연필 / 샤프식 연필",1920,5,4
https://thumbnail7.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/82637537057383-197bf958-6507-4d7f-a12f-fb865bb115b7.jpg,"시스맥스 럭스 연필꽂이, 화이트, 1개",3590,5,146
https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/c1e6/983e27e3b958ef2ff4cde9a920525b292417200f62e16ff7d1ebc24fc0a3.jpg,"까페 곰돌이 만년 드로잉 연필 20개, 세트",26770,5,12
https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/519e/ab653acb410af0b6455140ecfb23794d1244fb834de03d59373cc2c2d357.jpg,"다오니 샵 산리오 연필 새학기 준비물 초등학생 필수품, 시나모롤",7200,None,None
https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/2253/16007175246a659f71277f2d988689f712f43de32933f5b7ef1b674cc01f.png,"투코비 코마 삼각 지우개 연필 B TC-208 48본입, 혼합색상, 2세트",10500,5,1668
https://thumbnail9.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/29/12/6/5bca4571-582d-428a-a758-4c139e57e3ff.png,"투코비 코마 삼각그립 교정연필 2B, 혼합색상, 36개",9900,5,244
https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/29/12/1/455bcbe3-bef7-41ff-9ccb-9fc076f5b804.jpg,"투코비 코마 삼각그립 점보 2B 교정연필 TC-P12, 혼합색상, 12개",9500,None,None
https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/28/16/3/2c3f149e-54cc-4f10-bb90-2100eb8d5ff9.jpg,"투코비 코마 삼각 지우개 연필 SG-208 HB, 혼합색상, 1세트",3120,None,None
https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/161107950497504-3a9060fc-1db9-49e7-8fb4-b55cf4799517.png,"몽마르뜨 동아피엠에스 스케치 필기 연필 12p, 4B, 1개",6900,None,None
https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/27/9/2/92a1ae7a-8b35-498a-ae68-f629b179d39c.png,"델리 인피니티 지우개 연필 세트 2B EC019, 혼합색상, 12개",4900,5,7
https://thumbnail9.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/27/14/5/3d996612-88a6-4144-b4b5-f356d6e1c746.jpg,"투코비 코마 흑목 지우개 연필 B 6종 x 2p 세트 TC-P01, 혼합색상, 1세트",4000,None,6
https://thumbnail7.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/26/11/9/8dcfb01f-502d-4441-8ed2-3b94e55710c2.png,"델리 점보 교정 연필 6B +미니 연필깎이 세트, 랜덤 발송, 1세트",6000,None,40
https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/26/16/5/8da34095-33e9-48c0-bb14-0ce6bfeb3ea7.jpg,"델리 점보 이지그립 2B 연필 2종 x 4p + 연필깎이 세트 HC123, 혼합색상, 1세트",6000,5,6
https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/2024/02/23/14/5/21486192-f75f-4e9e-949a-e54cb6e695f0.jpg,"델리 점보 교정 연필 4B +미니 점보 연필깎이 세트, 혼합색상, 1세트",6000,5,35
https://thumbnail7.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/ea80/800f814ca3dd6508bfeea91631b9261d809f6001e08867491d17dafe34fc.jpg,"블링스쿨 산리오 연필, 쿠로미",5000,5,8
https://thumbnail7.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/5516/27f492f74ad6b894ad8d56ee174b1073446bea033134a32539cb7e5aabae.png,"모나미 모니주 연필 B, 여, 120개",20510,5,384
